id,CAD_Number,Call Type,Date,Address,City,State,Latitude,Longitude,Zone,Responding Officer
3274,3274,Violent Crime,12/25/2019 8:09,24499 Derek Terrace,Las Vegas,Nevada,36.1378,-115.3261,Z7,Williams
3275,3275,Traffic,12/31/2019 15:39,7 Doe Crossing Hill,Las Vegas,Nevada,36.086,-115.1471,Z6,Cook
3276,3276,Property Crime,10/6/2019 11:45,3869 Bayside Lane,Las Vegas,Nevada,36.3265,-115.3398,Z7,Rodriguez
3277,3277,Violent Crime,12/28/2022 19:42,17 Burning Wood Drive,Las Vegas,Nevada,36.173,-115.0669,Z1,Bennett
3278,3278,Alarm,8/17/2022 16:25,38602 New Castle Crossing,North Las Vegas,Nevada,35.9279,-114.9721,Z5,Kelly
3279,3279,Alarm,4/16/2023 22:51,74 Ludington Parkway,Henderson,Nevada,36.0384,-115.0857,Z4,Baker
3280,3280,Violent Crime,7/19/2020 3:30,3547 Sauthoff Court,North Las Vegas,Nevada,35.9279,-114.9721,Z7,Thompson
3281,3281,Traffic,11/24/2019 19:00,3 Grayhawk Street,Reno,Nevada,39.4814,-119.8591,Z8,Thomas
3282,3282,Alarm,3/10/2021 6:56,5 Aberg Place,Reno,Nevada,39.4814,-119.8591,Z1,Taylor
3283,3283,Traffic,4/9/2024 6:00,66 Jackson Road,Las Vegas,Nevada,35.9279,-114.9721,Z2,Thomas
3284,3284,Alarm,10/24/2021 23:18,251 Arizona Avenue,Reno,Nevada,39.5387,-119.8225,Z3,Ramirez
3285,3285,Property Crime,5/10/2020 18:19,7752 Pawling Alley,Reno,Nevada,39.7699,-119.6027,Z8,Lewis
3286,3286,Traffic,12/6/2021 7:48,64440 Fairfield Court,Reno,Nevada,40.5412,-119.5869,Z7,Gray
3287,3287,Traffic,12/7/2024 3:06,55 Morningstar Hill,Henderson,Nevada,36.0119,-115.0433,Z1,Lopez
3288,3288,Traffic,6/6/2020 1:23,8 Fieldstone Alley,Reno,Nevada,40.5412,-119.5869,Z6,Ramirez
3289,3289,Alarm,1/4/2023 8:55,27744 Cottonwood Pass,Henderson,Nevada,36.0119,-115.0433,Z5,Morris
3290,3290,Alarm,2/4/2020 1:45,783 Bobwhite Court,Las Vegas,Nevada,35.9279,-114.9721,Z3,King
3291,3291,Alarm,1/24/2020 20:42,5 Corscot Way,Las Vegas,Nevada,36.2471,-115.221,Z3,Baker
3292,3292,Traffic,9/30/2020 7:28,239 Kenwood Terrace,North Las Vegas,Nevada,36.2204,-115.1458,Z4,Martinez
3293,3293,Traffic,10/18/2022 20:43,0 Toban Avenue,Reno,Nevada,39.5224,-119.8353,Z6,Edwards
3294,3294,Traffic,12/15/2021 3:19,1802 Main Junction,Las Vegas,Nevada,36.086,-115.1471,Z5,Rodriguez
3295,3295,Alarm,3/14/2023 10:40,21846 Barby Parkway,Reno,Nevada,40.5412,-119.5869,Z3,Martinez
3296,3296,Property Crime,10/15/2021 21:56,9 Magdeline Point,Carson City,Nevada,39.2025,-119.7526,Z1,Reed
3297,3297,Traffic,11/13/2024 10:02,6 Muir Junction,Sparks,Nevada,39.6269,-119.7081,Z4,Bell
3298,3298,Welfare Check,7/22/2024 7:37,8434 Twin Pines Avenue,Reno,Nevada,39.4814,-119.8591,Z3,Sanchez
3299,3299,Violent Crime,1/6/2023 8:14,97721 Caliangt Center,Reno,Nevada,39.5387,-119.8225,Z8,King
3300,3300,Traffic,3/19/2022 12:20,1233 Marquette Street,Reno,Nevada,39.5224,-119.8353,Z7,Cox
3301,3301,Alarm,12/26/2022 22:00,790 Bunker Hill Park,Las Vegas,Nevada,35.9279,-114.9721,Z4,Gray
3302,3302,Alarm,4/10/2020 11:09,22 Schiller Place,Las Vegas,Nevada,36.086,-115.1471,Z1,Collins
3303,3303,Alarm,11/22/2023 17:08,51 Anzinger Hill,Las Vegas,Nevada,35.9279,-114.9721,Z8,Campbell
3304,3304,Alarm,11/26/2023 1:48,6756 Jana Center,Las Vegas,Nevada,36.2471,-115.221,Z5,Parker
3305,3305,Alarm,5/21/2021 4:23,96 Transport Lane,Las Vegas,Nevada,36.1378,-115.3261,Z8,Phillips
3306,3306,Violent Crime,12/7/2023 14:45,2 Pond Pass,Sparks,Nevada,39.6269,-119.7081,Z4,Rodriguez
3307,3307,Traffic,4/5/2024 23:35,414 Florence Alley,Las Vegas,Nevada,36.1693,-115.2828,Z3,Baker
3308,3308,Traffic,10/7/2021 16:29,24 Hoard Terrace,Las Vegas,Nevada,35.9279,-114.9721,Z6,Nelson
3309,3309,Traffic,8/22/2024 10:01,2 Elmside Alley,Las Vegas,Nevada,36.173,-115.0669,Z1,Martinez
3310,3310,Welfare Check,12/20/2020 2:55,9 Loeprich Lane,Las Vegas,Nevada,35.9279,-114.9721,Z1,Thomas
3311,3311,Traffic,9/9/2021 5:31,631 Corry Street,Reno,Nevada,39.5387,-119.8225,Z3,Gray
3312,3312,Traffic,12/7/2020 4:24,58 South Point,Reno,Nevada,39.4814,-119.8591,Z3,Wilson
3313,3313,Traffic,10/14/2019 18:00,4 Canary Trail,Sparks,Nevada,39.6269,-119.7081,Z4,Scott
3314,3314,Welfare Check,1/23/2022 18:10,213 Oak Place,Las Vegas,Nevada,36.1378,-115.3261,Z5,Gray
3315,3315,Alarm,6/27/2022 1:47,5155 Forest Run Point,Las Vegas,Nevada,36.2471,-115.221,Z5,Jackson
3316,3316,Traffic,7/3/2022 20:56,8 High Crossing Plaza,Reno,Nevada,39.5387,-119.8225,Z7,Allen
3317,3317,Traffic,2/9/2021 11:46,3990 Chinook Terrace,Henderson,Nevada,36.0119,-115.0433,Z7,Williams
3318,3318,Alarm,4/28/2021 14:51,31822 Service Terrace,Las Vegas,Nevada,36.086,-115.1471,Z2,Martinez
3319,3319,Alarm,2/5/2020 9:39,22 Kensington Street,Las Vegas,Nevada,36.2235,-115.2655,Z5,Stewart
3320,3320,Property Crime,12/9/2020 7:05,295 Springview Plaza,Reno,Nevada,39.5224,-119.8353,Z1,Cox
3321,3321,Property Crime,1/16/2021 22:33,61479 Sutteridge Way,Las Vegas,Nevada,36.2158,-115.0671,Z1,Lee
3322,3322,Traffic,11/28/2023 16:00,61668 Old Gate Crossing,Las Vegas,Nevada,36.0914,-115.0885,Z1,Martinez
3323,3323,Alarm,2/3/2022 20:01,3354 Colorado Junction,Las Vegas,Nevada,35.9279,-114.9721,Z5,Wright
3324,3324,Property Crime,1/4/2024 2:46,8780 Anzinger Terrace,Las Vegas,Nevada,36.1693,-115.2828,Z3,Cox
3325,3325,Welfare Check,9/30/2020 7:17,89 Golf View Hill,Las Vegas,Nevada,35.9279,-114.9721,Z8,Reed
3326,3326,Property Crime,2/15/2022 22:01,256 Goodland Parkway,North Las Vegas,Nevada,36.2204,-115.1458,Z7,Morgan
3327,3327,Alarm,3/6/2020 22:03,31923 Dapin Avenue,Las Vegas,Nevada,35.9279,-114.9721,Z2,Mitchell
3328,3328,Property Crime,4/21/2022 21:53,66716 Northridge Circle,Las Vegas,Nevada,36.086,-115.1471,Z2,Jackson
3329,3329,Alarm,5/3/2024 3:11,20 Melby Lane,Reno,Nevada,39.5387,-119.8225,Z3,Rivera
3330,3330,Welfare Check,12/28/2024 21:04,0 Little Fleur Way,Reno,Nevada,39.7699,-119.6027,Z6,James
3331,3331,Traffic,12/16/2024 9:03,1198 Westend Alley,Reno,Nevada,39.5224,-119.8353,Z1,Rivera
3332,3332,Property Crime,7/18/2023 23:29,820 Beilfuss Park,Reno,Nevada,39.5224,-119.8353,Z7,Nelson
3333,3333,Traffic,3/17/2020 22:13,8 Forest Pass,Las Vegas,Nevada,36.0914,-115.0885,Z3,Carter
3334,3334,Property Crime,5/2/2022 3:23,71 Donald Parkway,Carson City,Nevada,39.1678,-119.7764,Z8,Lee
3335,3335,Alarm,3/12/2020 3:38,930 Waywood Junction,Henderson,Nevada,36.0119,-115.0433,Z1,Wood
3336,3336,Alarm,8/9/2020 23:54,120 Carpenter Place,Las Vegas,Nevada,36.2158,-115.0671,Z1,Rodriguez
3337,3337,Alarm,10/15/2021 9:05,1 Laurel Pass,Las Vegas,Nevada,36.3265,-115.3398,Z4,Murphy
3338,3338,Property Crime,4/27/2023 3:45,06837 Artisan Point,Henderson,Nevada,36.0384,-115.0857,Z7,Robinson
3339,3339,Property Crime,10/9/2021 5:41,3 Kenwood Circle,Las Vegas,Nevada,35.9279,-114.9721,Z5,Ramirez
3340,3340,Traffic,6/26/2020 22:21,8714 Kipling Way,Reno,Nevada,39.7699,-119.6027,Z7,Lewis
3341,3341,Violent Crime,5/20/2024 1:05,8148 Brentwood Park,Henderson,Nevada,36.0119,-115.0433,Z6,Rogers
3342,3342,Violent Crime,5/17/2022 16:48,458 Linden Drive,Las Vegas,Nevada,36.086,-115.1471,Z3,Kelly
3343,3343,Property Crime,11/13/2020 9:50,2 Cascade Park,Sparks,Nevada,39.6269,-119.7081,Z1,Turner
3344,3344,Welfare Check,7/22/2021 23:46,415 Glendale Drive,Reno,Nevada,39.5224,-119.8353,Z5,Sanders
3345,3345,Alarm,2/10/2021 5:45,5 Bluestem Park,Reno,Nevada,39.5224,-119.8353,Z3,Sanders
3346,3346,Property Crime,3/21/2020 15:21,903 Dawn Road,Las Vegas,Nevada,36.1693,-115.2828,Z7,Davis
3347,3347,Alarm,3/22/2022 16:32,6 American Way,Reno,Nevada,40.5412,-119.5869,Z8,Sanchez
3348,3348,Welfare Check,9/4/2020 13:20,9 Southridge Plaza,Las Vegas,Nevada,36.2235,-115.2655,Z1,Kelly
3349,3349,Alarm,12/30/2024 4:13,690 Pond Road,Las Vegas,Nevada,36.086,-115.1471,Z8,Johnson
3350,3350,Traffic,12/22/2021 10:06,56787 Lawn Crossing,Las Vegas,Nevada,35.9279,-114.9721,Z8,King
3351,3351,Alarm,11/19/2021 21:29,0 Stuart Way,Reno,Nevada,39.4814,-119.8591,Z6,Rodriguez
3352,3352,Traffic,12/27/2023 15:34,5 Westend Way,Henderson,Nevada,36.0384,-115.0857,Z7,Morgan
3353,3353,Welfare Check,4/8/2020 17:06,552 New Castle Road,Las Vegas,Nevada,35.9279,-114.9721,Z8,Rodriguez
3354,3354,Alarm,3/6/2021 7:50,42623 Ryan Trail,Las Vegas,Nevada,36.2235,-115.2655,Z8,Thomas
3355,3355,Traffic,10/11/2019 8:47,3687 Comanche Parkway,Reno,Nevada,39.4814,-119.8591,Z4,Hill
3356,3356,Welfare Check,1/23/2021 11:37,1841 2nd Avenue,Reno,Nevada,39.7699,-119.6027,Z5,Torres
3357,3357,Alarm,10/10/2021 8:31,2 Meadow Valley Terrace,Las Vegas,Nevada,36.0914,-115.0885,Z6,Bailey
3358,3358,Violent Crime,8/30/2021 4:34,32 Novick Road,Las Vegas,Nevada,36.2235,-115.2655,Z7,Reed
3359,3359,Traffic,4/6/2024 9:00,0475 Nelson Parkway,Las Vegas,Nevada,36.0914,-115.0885,Z6,Garcia
3360,3360,Traffic,8/6/2022 16:26,4248 Daystar Pass,Las Vegas,Nevada,35.9279,-114.9721,Z3,Collins
3361,3361,Property Crime,11/5/2022 14:47,96 Ilene Way,Las Vegas,Nevada,36.086,-115.1471,Z2,Wilson
3362,3362,Alarm,9/18/2022 16:37,8 Park Meadow Crossing,Las Vegas,Nevada,35.9977,-115.2861,Z8,Howard
3363,3363,Alarm,9/26/2020 20:52,62 Eliot Pass,Las Vegas,Nevada,35.9977,-115.2861,Z4,Torres
3364,3364,Welfare Check,7/16/2023 21:29,7 Magdeline Plaza,Las Vegas,Nevada,36.086,-115.1471,Z8,Wood
3365,3365,Welfare Check,7/11/2022 17:44,40738 Forest Avenue,Las Vegas,Nevada,36.1378,-115.3261,Z4,Williams
3366,3366,Traffic,6/28/2023 16:59,2457 Del Sol Drive,Las Vegas,Nevada,36.1693,-115.2828,Z3,Phillips
3367,3367,Property Crime,3/27/2023 21:51,9301 Huxley Pass,Las Vegas,Nevada,36.086,-115.1471,Z4,Moore
3368,3368,Welfare Check,2/24/2022 20:08,06950 Summit Point,Reno,Nevada,40.5412,-119.5869,Z5,Stewart
3369,3369,Property Crime,7/10/2022 3:20,62578 Jackson Avenue,Las Vegas,Nevada,35.9977,-115.2861,Z4,White
3370,3370,Alarm,11/10/2022 16:39,887 Lerdahl Street,Las Vegas,Nevada,36.2471,-115.221,Z7,Price
3371,3371,Traffic,3/19/2021 0:24,08951 Manitowish Junction,Las Vegas,Nevada,35.9279,-114.9721,Z2,Robinson
3372,3372,Traffic,11/7/2024 14:28,6 Monica Drive,Sparks,Nevada,39.6269,-119.7081,Z7,Adams
3373,3373,Property Crime,5/4/2020 1:37,1595 Fulton Drive,Reno,Nevada,39.5387,-119.8225,Z1,Rogers
3374,3374,Alarm,8/15/2023 21:29,888 5th Drive,North Las Vegas,Nevada,36.2204,-115.1458,Z1,Adams
3375,3375,Alarm,3/7/2021 11:25,88307 Morning Street,Las Vegas,Nevada,36.0914,-115.0885,Z4,Thompson
3376,3376,Welfare Check,11/20/2021 2:55,62 Anniversary Plaza,Las Vegas,Nevada,35.9279,-114.9721,Z7,Scott
3377,3377,Violent Crime,2/5/2024 13:10,1298 Lawn Pass,Las Vegas,Nevada,36.2158,-115.0671,Z3,Walker
3378,3378,Violent Crime,10/15/2023 8:50,88069 Hanson Alley,Las Vegas,Nevada,35.9279,-114.9721,Z4,Bennett
3379,3379,Property Crime,1/27/2020 23:41,59 Elmside Drive,North Las Vegas,Nevada,35.9279,-114.9721,Z5,Hernandez
3380,3380,Traffic,10/2/2022 13:33,123 Ruskin Court,Sparks,Nevada,39.6269,-119.7081,Z4,Adams
3381,3381,Welfare Check,2/28/2020 17:29,26 Ridgeway Center,Las Vegas,Nevada,36.086,-115.1471,Z6,Ward
3382,3382,Alarm,6/29/2020 14:37,241 Huxley Crossing,Las Vegas,Nevada,36.086,-115.1471,Z4,Murphy
3383,3383,Traffic,5/18/2021 20:32,40 Butterfield Way,Las Vegas,Nevada,36.2235,-115.2655,Z7,Stewart
3384,3384,Alarm,1/17/2023 6:51,6 Warner Pass,North Las Vegas,Nevada,35.9279,-114.9721,Z2,Cox
3385,3385,Violent Crime,11/12/2019 18:36,912 Sutherland Pass,Las Vegas,Nevada,36.173,-115.0669,Z2,Lopez
3386,3386,Traffic,9/29/2024 1:49,79 Rutledge Avenue,Carson City,Nevada,39.2025,-119.7526,Z1,Sanders
3387,3387,Welfare Check,5/6/2023 1:28,76 Cardinal Hill,Las Vegas,Nevada,35.9279,-114.9721,Z4,Davis
3388,3388,Alarm,3/21/2022 17:41,4199 Service Trail,Las Vegas,Nevada,35.9279,-114.9721,Z8,Kelly
3389,3389,Traffic,5/28/2022 6:39,582 Everett Way,Henderson,Nevada,36.0384,-115.0857,Z1,Cook
3390,3390,Alarm,9/26/2023 19:39,561 Hollow Ridge Court,Reno,Nevada,39.5224,-119.8353,Z6,Gonzalez
3391,3391,Property Crime,4/29/2020 4:00,492 Redwing Park,Reno,Nevada,39.7699,-119.6027,Z2,Lopez
3392,3392,Traffic,3/22/2021 14:55,9529 Kennedy Alley,Sparks,Nevada,39.6269,-119.7081,Z1,Anderson
3393,3393,Traffic,10/21/2022 12:59,5545 Jenifer Terrace,Carson City,Nevada,39.2025,-119.7526,Z8,Martinez
3394,3394,Traffic,4/23/2022 15:23,115 Kennedy Park,Las Vegas,Nevada,36.086,-115.1471,Z4,Kelly
3395,3395,Traffic,12/15/2022 8:49,008 Shasta Park,Las Vegas,Nevada,35.9279,-114.9721,Z7,Carter
3396,3396,Traffic,1/21/2020 1:12,2943 Division Hill,Las Vegas,Nevada,36.0914,-115.0885,Z4,King
3397,3397,Property Crime,7/26/2024 23:01,039 Jenifer Place,Henderson,Nevada,36.0119,-115.0433,Z7,Phillips
3398,3398,Alarm,4/6/2021 2:10,131 Randy Terrace,Reno,Nevada,39.7699,-119.6027,Z1,Hernandez
3399,3399,Alarm,1/9/2022 4:06,7000 Mariners Cove Street,Las Vegas,Nevada,36.1378,-115.3261,Z3,Miller
3400,3400,Traffic,3/27/2020 13:55,9687 Straubel Court,Las Vegas,Nevada,36.0914,-115.0885,Z4,Roberts
3401,3401,Traffic,1/6/2023 2:03,548 Ilene Parkway,Las Vegas,Nevada,35.9279,-114.9721,Z8,Cox
3402,3402,Traffic,5/23/2022 11:58,96 Sutteridge Circle,Reno,Nevada,39.7699,-119.6027,Z3,Reed
3403,3403,Traffic,2/6/2021 14:45,78080 Mandrake Street,Las Vegas,Nevada,35.9977,-115.2861,Z6,Hill
3404,3404,Traffic,8/12/2020 6:46,26368 1st Way,Las Vegas,Nevada,36.2471,-115.221,Z2,Martinez
3405,3405,Property Crime,10/16/2019 17:11,65196 Grayhawk Crossing,Las Vegas,Nevada,35.9279,-114.9721,Z8,Sanders
3406,3406,Property Crime,3/7/2024 19:25,66 Shopko Alley,Carson City,Nevada,39.2025,-119.7526,Z3,Hernandez
3407,3407,Traffic,12/4/2022 8:17,19149 Bayside Terrace,North Las Vegas,Nevada,36.2204,-115.1458,Z5,Robinson
3408,3408,Violent Crime,12/20/2024 11:38,626 Lillian Junction,Reno,Nevada,39.5224,-119.8353,Z8,Nelson
3409,3409,Property Crime,11/22/2023 16:44,2469 Dovetail Junction,Carson City,Nevada,39.2025,-119.7526,Z3,Stewart
3410,3410,Traffic,4/10/2024 2:27,23646 Village Green Lane,Las Vegas,Nevada,35.9279,-114.9721,Z3,Allen
3411,3411,Alarm,10/13/2022 22:13,30 Texas Drive,Las Vegas,Nevada,36.173,-115.0669,Z3,Cook
3412,3412,Welfare Check,8/10/2021 15:08,4 Huxley Street,Las Vegas,Nevada,36.2235,-115.2655,Z3,Watson
3413,3413,Property Crime,2/13/2020 2:16,3 Springview Center,Las Vegas,Nevada,35.9279,-114.9721,Z7,Martinez
3414,3414,Property Crime,2/18/2021 20:07,552 Graceland Crossing,Henderson,Nevada,36.0119,-115.0433,Z5,Sanders
3415,3415,Traffic,5/21/2024 17:38,6 Center Street,Carson City,Nevada,39.2025,-119.7526,Z6,Phillips
3416,3416,Traffic,3/11/2021 4:36,70 Mayer Hill,Las Vegas,Nevada,36.2471,-115.221,Z7,Ramirez
3417,3417,Traffic,3/20/2024 13:17,322 Haas Avenue,Henderson,Nevada,36.0119,-115.0433,Z7,Allen
3418,3418,Welfare Check,6/13/2021 14:35,50 7th Hill,Las Vegas,Nevada,35.9279,-114.9721,Z8,Sanchez
3419,3419,Property Crime,1/8/2021 23:49,477 Merchant Plaza,North Las Vegas,Nevada,36.2204,-115.1458,Z1,Morgan
3420,3420,Traffic,10/9/2020 20:11,5056 Lien Way,Las Vegas,Nevada,36.173,-115.0669,Z3,Phillips
3421,3421,Traffic,12/19/2024 15:43,3 Grim Street,Las Vegas,Nevada,36.3265,-115.3398,Z4,Sanchez
3422,3422,Violent Crime,5/14/2021 9:02,381 Corben Circle,Las Vegas,Nevada,35.9977,-115.2861,Z3,Lee
3423,3423,Traffic,5/21/2023 4:18,2 Oak Plaza,Las Vegas,Nevada,36.2471,-115.221,Z6,Adams
3424,3424,Alarm,12/6/2021 0:34,46210 Kennedy Terrace,Reno,Nevada,39.4814,-119.8591,Z8,Howard
3425,3425,Alarm,11/23/2022 16:17,7252 Vermont Road,Las Vegas,Nevada,36.2158,-115.0671,Z5,Kelly
3426,3426,Welfare Check,7/24/2020 11:56,6408 Gale Parkway,Las Vegas,Nevada,36.086,-115.1471,Z6,Howard
3427,3427,Alarm,5/3/2024 22:10,5545 Anniversary Junction,Las Vegas,Nevada,35.9977,-115.2861,Z2,James
3428,3428,Property Crime,12/12/2020 22:18,3 Farmco Lane,Las Vegas,Nevada,36.2158,-115.0671,Z1,Evans
3429,3429,Traffic,5/7/2021 16:30,478 Kipling Court,Las Vegas,Nevada,36.1378,-115.3261,Z7,Thomas
3430,3430,Alarm,11/27/2020 14:42,12396 Tomscot Point,Las Vegas,Nevada,36.2471,-115.221,Z6,Miller
3431,3431,Traffic,3/14/2020 11:32,16956 Blackbird Avenue,Las Vegas,Nevada,36.086,-115.1471,Z7,Evans
3432,3432,Property Crime,12/24/2022 7:10,40307 Meadow Vale Parkway,Henderson,Nevada,36.0384,-115.0857,Z4,Miller
3433,3433,Traffic,11/20/2021 17:19,706 Commercial Street,Las Vegas,Nevada,36.1378,-115.3261,Z4,James
3434,3434,Alarm,4/10/2023 8:05,83 Ridge Oak Terrace,Reno,Nevada,39.7699,-119.6027,Z6,Watson
3435,3435,Traffic,12/8/2021 17:45,9994 Waywood Parkway,Las Vegas,Nevada,35.9279,-114.9721,Z2,Phillips
3436,3436,Violent Crime,12/18/2019 12:54,4309 Hanson Street,Carson City,Nevada,39.2025,-119.7526,Z4,Parker
3437,3437,Alarm,5/3/2020 23:43,451 Steensland Court,Las Vegas,Nevada,36.086,-115.1471,Z1,Parker
3438,3438,Traffic,5/17/2020 12:37,0 Pearson Trail,Las Vegas,Nevada,36.1378,-115.3261,Z8,Edwards
3439,3439,Violent Crime,4/27/2022 4:23,19264 Vermont Hill,Las Vegas,Nevada,35.9977,-115.2861,Z6,Cox
3440,3440,Traffic,7/31/2024 5:45,5 Di Loreto Hill,Las Vegas,Nevada,36.2158,-115.0671,Z7,Collins
3441,3441,Welfare Check,8/19/2022 3:08,27528 Dixon Way,Las Vegas,Nevada,35.9977,-115.2861,Z7,Taylor
3442,3442,Violent Crime,12/29/2024 16:25,057 Kedzie Crossing,Las Vegas,Nevada,36.173,-115.0669,Z3,Mitchell
3443,3443,Property Crime,10/19/2023 17:28,5073 Havey Lane,Henderson,Nevada,36.0119,-115.0433,Z8,Turner
3444,3444,Violent Crime,4/26/2020 0:11,16 Haas Alley,Las Vegas,Nevada,36.2235,-115.2655,Z7,James
3445,3445,Welfare Check,7/14/2021 14:17,610 Rowland Avenue,Las Vegas,Nevada,36.2235,-115.2655,Z1,Campbell
3446,3446,Traffic,8/28/2021 16:40,675 Center Court,Reno,Nevada,39.4814,-119.8591,Z3,Anderson
3447,3447,Alarm,1/19/2023 0:48,31501 Hintze Plaza,Sparks,Nevada,39.6269,-119.7081,Z8,Cooper
3448,3448,Property Crime,5/28/2023 19:24,703 Vermont Avenue,Las Vegas,Nevada,36.0914,-115.0885,Z6,Brooks
3449,3449,Alarm,10/1/2024 5:33,317 Southridge Crossing,Las Vegas,Nevada,36.173,-115.0669,Z4,Perez
3450,3450,Welfare Check,5/19/2022 15:27,01905 Kedzie Street,Las Vegas,Nevada,36.086,-115.1471,Z7,Cook
3451,3451,Violent Crime,6/24/2022 1:29,1421 Rigney Terrace,Henderson,Nevada,36.0384,-115.0857,Z2,Bailey
3452,3452,Welfare Check,11/26/2021 9:50,86 Fieldstone Trail,Reno,Nevada,39.5224,-119.8353,Z2,Morris
3453,3453,Traffic,2/6/2021 21:53,29 Eliot Avenue,Las Vegas,Nevada,36.2158,-115.0671,Z7,Garcia
3454,3454,Traffic,11/24/2021 23:19,976 Summit Circle,Las Vegas,Nevada,36.2471,-115.221,Z2,Jackson
3455,3455,Violent Crime,3/23/2021 20:34,80806 Troy Center,Las Vegas,Nevada,36.173,-115.0669,Z1,Jones
3456,3456,Violent Crime,6/3/2024 2:48,3906 Kipling Junction,Henderson,Nevada,36.0119,-115.0433,Z7,Clark
3457,3457,Traffic,7/17/2022 4:03,2 Springs Pass,Reno,Nevada,39.5224,-119.8353,Z8,Davis
3458,3458,Alarm,4/20/2021 8:41,59844 Holmberg Way,Las Vegas,Nevada,36.2235,-115.2655,Z1,Taylor
3459,3459,Traffic,10/7/2019 16:39,72683 South Hill,Las Vegas,Nevada,35.9279,-114.9721,Z6,Roberts
3460,3460,Traffic,1/20/2020 18:17,52 Fisk Hill,Henderson,Nevada,36.0384,-115.0857,Z4,Walker
3461,3461,Property Crime,11/1/2021 0:23,25 Crescent Oaks Parkway,Reno,Nevada,39.5387,-119.8225,Z4,Young
3462,3462,Welfare Check,10/1/2024 20:23,236 Lawn Road,Las Vegas,Nevada,36.2235,-115.2655,Z4,Mitchell
3463,3463,Traffic,2/7/2024 20:27,78 Hagan Point,Las Vegas,Nevada,35.9279,-114.9721,Z4,Ward
3464,3464,Alarm,1/29/2021 9:26,55036 Moulton Terrace,Las Vegas,Nevada,36.173,-115.0669,Z8,Rogers
3465,3465,Traffic,6/28/2021 4:28,28967 Caliangt Plaza,Las Vegas,Nevada,36.0914,-115.0885,Z6,Wright
3466,3466,Traffic,4/18/2024 8:03,1273 Veith Avenue,Carson City,Nevada,39.2025,-119.7526,Z3,Kelly
3467,3467,Traffic,6/27/2022 11:11,32603 Merry Center,Henderson,Nevada,36.0384,-115.0857,Z1,Cook
3468,3468,Alarm,5/28/2020 19:33,36972 Sullivan Place,Las Vegas,Nevada,36.1378,-115.3261,Z8,Turner
3469,3469,Alarm,5/8/2024 15:23,9706 Dapin Lane,Las Vegas,Nevada,36.1378,-115.3261,Z2,White
3470,3470,Property Crime,6/14/2023 5:04,627 Hagan Point,Sparks,Nevada,39.6269,-119.7081,Z5,Hill
3471,3471,Traffic,3/31/2022 21:44,8 Ludington Crossing,Reno,Nevada,39.5224,-119.8353,Z2,Adams
3472,3472,Property Crime,1/7/2023 17:08,59661 West Trail,Las Vegas,Nevada,36.173,-115.0669,Z6,Robinson
3473,3473,Traffic,1/2/2024 14:39,677 Eastwood Trail,North Las Vegas,Nevada,35.9279,-114.9721,Z8,Torres
3474,3474,Property Crime,4/12/2020 22:06,5828 Bartelt Center,Las Vegas,Nevada,35.9279,-114.9721,Z1,Scott
3475,3475,Violent Crime,8/20/2022 21:47,40908 Anzinger Trail,Las Vegas,Nevada,35.9279,-114.9721,Z1,Young
3476,3476,Alarm,3/28/2021 0:55,9504 Mockingbird Avenue,Las Vegas,Nevada,35.9279,-114.9721,Z7,Hernandez
3477,3477,Traffic,11/10/2021 9:36,8073 Mandrake Point,Las Vegas,Nevada,36.1693,-115.2828,Z5,Sanchez
3478,3478,Violent Crime,1/1/2023 4:07,861 Mcbride Point,North Las Vegas,Nevada,36.2204,-115.1458,Z6,Price
3479,3479,Traffic,2/22/2021 16:36,94474 Pawling Junction,Henderson,Nevada,36.0119,-115.0433,Z7,Lewis
3480,3480,Property Crime,1/17/2020 21:15,1775 Erie Avenue,Las Vegas,Nevada,35.9977,-115.2861,Z7,Campbell
3481,3481,Traffic,2/17/2020 19:19,96 Manley Street,North Las Vegas,Nevada,36.2204,-115.1458,Z2,Hall
3482,3482,Alarm,5/19/2021 2:30,2 Utah Hill,Reno,Nevada,39.5387,-119.8225,Z4,Clark
3483,3483,Violent Crime,11/30/2021 4:17,953 Fair Oaks Point,Las Vegas,Nevada,36.2471,-115.221,Z1,Lewis
3484,3484,Traffic,8/15/2022 6:26,4566 Briar Crest Lane,Carson City,Nevada,39.2025,-119.7526,Z3,Allen
3485,3485,Alarm,12/21/2020 12:50,27 Center Lane,Reno,Nevada,39.5387,-119.8225,Z2,Hall
3486,3486,Alarm,7/27/2021 20:04,829 Stoughton Avenue,Las Vegas,Nevada,36.086,-115.1471,Z2,Garcia
3487,3487,Traffic,11/5/2019 4:29,3550 Bultman Plaza,Las Vegas,Nevada,35.9977,-115.2861,Z8,Bennett
3488,3488,Alarm,10/9/2019 19:35,1 Forest Parkway,Las Vegas,Nevada,35.9977,-115.2861,Z8,Watson
3489,3489,Welfare Check,11/6/2020 1:09,373 Heath Crossing,North Las Vegas,Nevada,35.9279,-114.9721,Z1,Scott
3490,3490,Property Crime,2/28/2020 3:25,592 Ridge Oak Avenue,Reno,Nevada,39.7699,-119.6027,Z8,Perez
3491,3491,Traffic,9/24/2023 3:36,396 Pierstorff Alley,North Las Vegas,Nevada,35.9279,-114.9721,Z8,Clark
3492,3492,Alarm,12/20/2023 19:29,4 Esker Terrace,North Las Vegas,Nevada,35.9279,-114.9721,Z5,Brooks
